resolver_ip	country	certinfo	verification
185.228.171.162	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.144	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.81	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.72	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.118	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.192	US	CN=*.cleanbrowsing.org	"ok"
188.166.193.84	DE	CN=Secucloud Self Signed Certificate	"self signed certificate"
76.76.1.240	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.232	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.233	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.60	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.188	US	CN=*.cleanbrowsing.org	"ok"
31.204.152.232	NL	CN=rotterdam4.perfect-privacy.com	"ok"
185.228.170.87	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.192	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.37	US	CN=*.cleanbrowsing.org	"ok"
46.227.200.55	GB	CN=rdns.faelix.net	"ok"
76.76.0.139	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.34	US	CN=*.cleanbrowsing.org	"ok"
176.181.24.58	FR	CN=cloudflare-dns.com	"ok"
104.248.37.141	US	CN=Secucloud Self Signed Certificate	"self signed certificate"
76.76.0.175	US	CN=*.cleanbrowsing.org	"ok"
195.201.92.193	DE	CN=dot.snilius.com	"ok"
76.76.0.109	US	CN=*.cleanbrowsing.org	"ok"
185.18.205.126	IL	CN=dns.gfreedom.org	"ok"
81.4.103.83	NL	CN=dns.gfreedom.org	"certificate has expired"
185.228.169.218	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.70	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.89	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.237	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.111	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.62	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.254	IE	CN=*.cleanbrowsing.org	"ok"
195.46.39.41		CN=*.safedns.com	"ok"
94.19.26.241	RU	CN=r1	"unable to verify the first certificate"
138.128.136.164	US	CN=dallas1.perfect-privacy.com	"ok"
76.76.0.77	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.164	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.112	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.204	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.154	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.254	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.157	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.222	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.234	US	CN=*.cleanbrowsing.org	"ok"
178.162.209.143	DE	CN=frankfurt1.perfect-privacy.com	"ok"
185.228.168.241	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.5	US	CN=*.cleanbrowsing.org	"ok"
195.122.10.93	LV	CN=ns3.srv.mhp.com.ua	"certificate has expired"
76.76.1.221	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.97	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.28	IE	CN=*.cleanbrowsing.org	"ok"
46.227.201.54	GB	CN=rdns.faelix.net	"ok"
185.228.171.84	IE	CN=*.cleanbrowsing.org	"ok"
83.209.233.111	SE	-	"-"
185.228.168.249	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.151	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.84	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.20	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.204	US	CN=*.cleanbrowsing.org	"ok"
116.203.35.255	IN	CN=dot2.dnswarden.com	"ok"
185.228.171.252	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.79	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.77	US	CN=*.cleanbrowsing.org	"ok"
81.94.164.11	SE	CN=office.adrecord.com	"certificate has expired"
185.228.168.91	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.236	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.167	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.134	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.15	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.127	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.251	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.79	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.157	US	CN=hkg.dev.bbs4.us	"ok"
35.241.123.61	US	CN=dns.google	"ok"
191.205.59.35	BR	CN=dns.google	"ok"
76.76.0.154	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.138	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.24	IE	CN=*.cleanbrowsing.org	"ok"
203.75.51.1	TW	CN=101.101.101.101	"ok"
185.228.169.23	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.143	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.103	US	CN=*.cleanbrowsing.org	"ok"
66.70.152.119	US	CN=ns1.zerodns.ra.vc	"ok"
76.76.0.57	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.146	IE	CN=*.cleanbrowsing.org	"ok"
176.96.138.211		CN=de-dns.233py.com	"ok"
76.76.1.27	US	CN=*.cleanbrowsing.org	"ok"
137.117.216.45	NL	CN=*.cleanbrowsing.org	"ok"
185.228.170.244	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.123	US	CN=*.cleanbrowsing.org	"ok"
35.195.144.189		CN=*.dnswall.org	"certificate has expired"
185.228.168.232	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.10	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.80	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.123	IE	CN=*.aw-consultancy.de	"ok"
88.198.90.173	DE	CN=*.aw-consultancy.de	"unable to verify the first certificate"
5.137.79.85	RU	CN=dns.google	"ok"
185.228.170.175	IE	CN=*.cleanbrowsing.org	"ok"
185.109.89.254	DK	CN=bornfiber.anycast.censurfridns.dk	"ok"
76.76.0.193	US	CN=*.cleanbrowsing.org	"ok"
35.237.75.18	US	CN=private.deer.com.sv	"ok"
185.228.171.216	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.99	US	CN=*.cleanbrowsing.org	"ok"
89.81.245.168	FR	CN=cloudflare-dns.com	"ok"
76.76.1.145	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.193	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.106	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.232	US	CN=*.cleanbrowsing.org	"ok"
78.22.185.141	BE	CN=rokan.xyz	"ok"
185.228.169.67	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.186	IE	CN=*.cleanbrowsing.org	"ok"
204.48.54.150	US	CN=ricko.is	"ok"
185.228.171.31	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.19	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.148	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.232	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.244	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.133	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.193	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.206	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.246	IE	CN=*.cleanbrowsing.org	"ok"
216.98.99.107	US	CN=*.cns.2iij.net	"ok"
52.194.192.110	JP	CN=keithvp.tk	"ok"
185.228.168.132	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.199	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.92	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.62	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.184	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.73	US	CN=*.cleanbrowsing.org	"ok"
37.59.164.111	FR	CN=paris1.perfect-privacy.com	"ok"
185.228.168.151	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.36	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.54	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.225	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.112	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.78	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.222	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.29	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.175	IE	CN=cryptomap.binna.eu	"ok"
185.69.161.122	AT	CN=cryptomap.binna.eu	"ok"
78.158.0.2	LT	CN=ns1.fastlink.lt	"ok"
185.228.169.77	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.198	US	CN=*.cleanbrowsing.org	"ok"
51.15.52.89	NL	CN=rolisoft.net	"ok"
217.114.218.18	DE	CN=erfurt1.perfect-privacy.com	"ok"
172.104.208.59	US	CN=Gho.st/emailAddress=dns@gho.st	"certificate has expired"
185.228.168.46	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.29	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.36	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.241	US	CN=*.cleanbrowsing.org	"ok"
66.208.124.82	US	CN=*.safedns.com	"ok"
185.49.141.37	NL	CN=getdnsapi.net	"ok"
185.228.169.198	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.179	IE	CN=*.cleanbrowsing.org	"ok"
171.25.193.138	SE	CN=dnscrypt.dfri.se, O=DFRI	"certificate has expired"
185.228.170.156	IE	CN=*.cleanbrowsing.org	"ok"
85.17.64.131	NL	CN=amsterdam5.perfect-privacy.com	"ok"
185.228.170.231	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.18	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.246	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.153	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.158	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.69	IE	CN=*.cleanbrowsing.org	"ok"
85.214.135.75	DE	CN=*.rotfl.nl	"certificate has expired"
185.228.168.14	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.183	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.179	IE	CN=*.cleanbrowsing.org	"ok"
35.243.170.151	US	CN=derekgordon.com	"ok"
185.228.168.45	IE	CN=*.cleanbrowsing.org	"ok"
58.221.162.106	CN	CN=cloudflare-dns.com	"ok"
76.76.1.67	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.143	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.220	IE	CN=*.cleanbrowsing.org	"ok"
139.59.51.46	IN	CN=dns.bitgeek.in	"ok"
76.76.0.185	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.194	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.113	US	CN=*.cleanbrowsing.org	"ok"
5.137.129.103	RU	CN=dns.google	"ok"
185.228.171.43	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.92	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.86	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.32	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.170	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.142	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.4	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.180	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.248	IE	CN=*.cleanbrowsing.org	"ok"
176.103.130.132	RU	CN=*.adguard.com	"ok"
193.232.134.81	RU	CN=dns.ix.ru	"unable to verify the first certificate"
76.76.1.61	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.56	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.20	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.70	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.224	US	CN=*.cleanbrowsing.org	"ok"
89.94.177.71	FR	CN=cloudflare-dns.com	"ok"
185.228.168.136	IE	CN=*.cleanbrowsing.org	"ok"
79.133.43.76	AT	CN=stockholm2.perfect-privacy.com	"ok"
185.217.1.14	SE	CN=stockholm2.perfect-privacy.com	"ok"
185.228.169.250	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.164	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.94	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.215	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.161	IE	CN=*.cleanbrowsing.org	"ok"
185.25.116.63	UA	CN=alvussar.com	"ok"
185.228.171.88	IE	CN=*.cleanbrowsing.org	"ok"
43.252.103.36	IN	CN=dns.home.zare.im	"ok"
108.61.251.41	AU	CN=*.cleanbrowsing.org	"ok"
185.228.169.101	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.119	IE	CN=*.cleanbrowsing.org	"ok"
213.228.99.235	RU	CN=dns.google	"ok"
185.228.171.221	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.191	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.99	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.171	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.206	US	CN=*.cleanbrowsing.org	"ok"
92.222.210.119	FR	CN=strasbourg1.perfect-privacy.com	"ok"
185.228.171.20	IE	CN=*.cleanbrowsing.org	"ok"
86.105.55.98	DE	CN=blokadareklam.dynu.net	"ok"
90.187.11.69	DE	CN=grml.de	"ok"
134.119.13.60	DE	CN=ns2.netocean.com	"ok"
76.76.1.120	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.44	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.186	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.12	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.6	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.11	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.196	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.114	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.18	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.4	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.65	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.15	IE	CN=*.cleanbrowsing.org	"ok"
130.59.31.251	CH	CN=dns.switch.ch	"ok"
185.228.171.76	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.247	IE	CN=*.cleanbrowsing.org	"ok"
113.190.241.172	VN	CN=cloudflare-dns.com	"ok"
185.228.169.28	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.221	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.218	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.96	IE	CN=*.cleanbrowsing.org	"ok"
144.217.247.153	CA	CN=ns2.zerodns.ra.vc	"ok"
185.228.169.220	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.7	IE	CN=*.cleanbrowsing.org	"ok"
203.75.51.2	TW	CN=101.101.101.101	"ok"
185.228.170.97	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.2	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.109	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.243	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.245	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.139	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.195	US	CN=*.cleanbrowsing.org	"ok"
1.0.0.19	AU	CN=cloudflare-dns.com	"ok"
185.228.171.197	IE	CN=*.cleanbrowsing.org	"ok"
89.91.236.88	FR	CN=cloudflare-dns.com	"ok"
51.254.141.13	FR	CN=ns0.azusa.shogoki.eu	"ok"
185.228.168.133	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.71	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.125	US	CN=*.cleanbrowsing.org	"ok"
119.201.77.54	KR	CN=dateno1.com	"ok"
176.163.4.249	FR	CN=*.cleanbrowsing.org	"ok"
185.228.168.89	IE	CN=*.cleanbrowsing.org	"ok"
216.98.99.105	US	CN=*.cns.2iij.net	"ok"
185.228.170.54	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.33	IE	CN=*.cleanbrowsing.org	"ok"
45.77.142.243	DE	CN=ns3.skabb.org	"ok"
185.228.168.185	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.74	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.12	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.117	IE	CN=*.cleanbrowsing.org	"ok"
203.255.3.41	KR	CN=pfsense.gnuxer.com	"certificate has expired"
76.76.0.24	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.181	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.61	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.64	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.126	US	CN=*.cleanbrowsing.org	"ok"
176.103.130.131	RU	CN=*.adguard.com	"ok"
185.228.170.221	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.223	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.251	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.174	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.92	IE	CN=*.cleanbrowsing.org	"ok"
200.204.219.54	BR	CN=cloudflare-dns.com	"ok"
76.76.0.74	US	CN=*.cleanbrowsing.org	"ok"
50.116.55.218	US	CN=dns.doublewings.net	"ok"
76.76.1.118	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.243	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.176	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.111	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.68	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.172	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.236	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.197	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.252	IE	CN=*.cleanbrowsing.org	"ok"
27.91.126.188	JP	CN=love4taylor.me	"ok"
76.76.0.126	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.90	IE	CN=*.cleanbrowsing.org	"ok"
78.129.191.194	GB	CN=nottingham1.perfect-privacy.com	"ok"
87.245.236.185	GB	CN=*.safedns.com	"ok"
92.103.214.9	FR	CN=cloudflare-dns.com	"ok"
76.76.0.168	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.228	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.61	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.161	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.186	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.44	US	CN=*.cleanbrowsing.org	"ok"
104.196.109.96	US	CN=*.quad9.net	"ok"
47.97.185.12	CN	CN=dns.dot-research.xyz	"ok"
207.148.4.234	US	CN=dns.dot-research.xyz	"certificate has expired"
96.9.246.194	US	CN=newyork1.perfect-privacy.com	"ok"
76.76.0.98	US	CN=*.cleanbrowsing.org	"ok"
8.8.8.8	US	CN=dns.google	"ok"
173.164.210.49	US	CN=dns.ebshome.net	"ok"
76.76.1.125	US	CN=*.cleanbrowsing.org	"ok"
195.14.118.21	RU	CN=ns4.goodnet.su	"ok"
185.228.171.28	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.218	IE	CN=*.cleanbrowsing.org	"ok"
119.27.179.21	CN	CN=doh.lxd.cc	"ok"
76.76.1.25	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.143	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.69	IE	CN=*.cleanbrowsing.org	"ok"
185.56.24.51	CH	CN=dns5.csti.ch/emailAddress=technical@csti.ch	"certificate has expired"
138.197.226.147	US	d	"self signed certificate"
185.228.169.231	IE	CN=*.cleanbrowsing.org	"ok"
176.51.37.16	RU	-	"-"
185.228.168.97	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.137	IE	CN=*.cleanbrowsing.org	"ok"
104.219.54.77	US	CN=mail01.guliyev.net	"ok"
76.76.0.162	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.151	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.95	IE	CN=*.cleanbrowsing.org	"ok"
192.162.100.241	RU	CN=moscow2.perfect-privacy.com	"ok"
76.76.1.207	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.182	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.196	IE	CN=*.cleanbrowsing.org	"ok"
136.144.199.144	NL	CN=DNS-over-TLS	"self signed certificate"
185.228.170.200	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.122	IE	CN=stockholm1.perfect-privacy.com	"ok"
185.41.240.18	SE	CN=stockholm1.perfect-privacy.com	"ok"
185.228.171.48	IE	CN=*.cleanbrowsing.org	"ok"
186.30.38.115	CO	-	"-"
185.228.169.249	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.161	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.45	US	CN=*.cleanbrowsing.org	"ok"
202.232.2.29	JP	CN=*.dns.iij.jp	"ok"
76.76.1.132	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.26	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.88	IE	CN=*.cleanbrowsing.org	"ok"
99.47.1.204	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.15	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.149	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.225	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.133	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.25	US	CN=*.cleanbrowsing.org	"ok"
185.95.218.42	CH	CN=*.cleanbrowsing.org	"ok"
185.228.169.217	IE	CN=*.cleanbrowsing.org	"ok"
210.138.123.76	GB	CN=*.dns.iij.jp	"ok"
185.228.168.27	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.231	IE	CN=*.cleanbrowsing.org	"ok"
46.182.18.9	DE	CN=dns2.digitalcourage.de	"ok"
185.228.170.23	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.193	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.168	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.68	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.56	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.115	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.162	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.141	IE	CN=*.cleanbrowsing.org	"ok"
64.156.14.138	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.169	US	CN=*.cleanbrowsing.org	"ok"
82.162.60.82	RU	CN=dns.google	"ok"
185.228.169.144	IE	CN=*.cleanbrowsing.org	"ok"
85.10.208.173	DE	CN=t.guxx.net	"unable to verify the first certificate"
149.56.153.190	CA	CN=montreal1.perfect-privacy.com	"ok"
76.76.0.181	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.59	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.130	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.24	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.98	IE	CN=*.cleanbrowsing.org	"ok"
67.205.93.244	CA	CN=dyndns.itverx.com	"unable to verify the first certificate"
76.76.1.42	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.183	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.38	IE	CN=*.cleanbrowsing.org	"ok"
35.235.95.211	US	CN=forhekset.xyz	"ok"
185.228.171.149	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.201	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.2	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.22	US	CN=*.cleanbrowsing.org	"ok"
81.88.24.230	DE	CN=www.dazong.org	"certificate has expired"
185.228.171.45	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.253	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.8	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.95	US	CN=*.cleanbrowsing.org	"ok"
202.158.221.222	AU	CN=wally	"unable to verify the first certificate"
76.76.0.40	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.140	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.24	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.223	US	CN=*.cleanbrowsing.org	"ok"
191.254.225.237	BR	-	"-"
76.76.1.210	US	CN=*.cleanbrowsing.org	"ok"
113.190.241.173	VN	CN=cloudflare-dns.com	"ok"
185.228.170.247	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.25	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.67	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.76	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.8	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.129	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.166	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.107	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.162	US	CN=*.cleanbrowsing.org	"ok"
196.251.250.197	ZA	CN=*.cleanbrowsing.org	"ok"
76.76.1.47	US	CN=*.cleanbrowsing.org	"ok"
31.204.150.106	NL	CN=rotterdam1.perfect-privacy.com	"ok"
185.228.169.158	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.236	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.69	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.154	IE	CN=*.cleanbrowsing.org	"ok"
144.76.225.180	DE	CN=*.graz4u.at	"certificate has expired"
98.158.99.210	VG	CN=*.safedns.com	"ok"
185.228.171.171	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.86	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.148	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.48	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.180	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.241	IE	CN=*.cleanbrowsing.org	"ok"
89.91.247.54	FR	CN=*.cleanbrowsing.org	"ok"
76.76.0.213	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.235	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.80	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.119	US	CN=cloudflare-dns.com	"ok"
162.159.36.1		CN=cloudflare-dns.com	"ok"
185.228.171.35	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.38	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.139	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.55	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.223	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.155	IE	CN=*.cleanbrowsing.org	"ok"
149.202.77.77	FR	CN=calais1.perfect-privacy.com	"ok"
76.76.1.96	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.250	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.234	IE	CN=*.cleanbrowsing.org	"ok"
35.232.151.220	US	CN=dns.mmoogle.org	"ok"
76.76.1.110	US	CN=*.cleanbrowsing.org	"ok"
46.227.203.54	GB	CN=rdns.faelix.net	"ok"
185.228.170.169	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.58	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.123	US	CN=*.cleanbrowsing.org	"ok"
