resolver_ip	country	certinfo	verification
31.31.151.20	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
176.103.130.131	RU	CN=*.adguard.com	"ok"
193.112.16.45	CN	CN=*.b612.me	"ok"
185.228.171.239	IE	CN=*.cleanbrowsing.org	"ok"
194.79.31.104	GB	CN=ns.farnworth.site	"ok"
116.85.19.76	CN	CN=ns2.gongyixns.com	"ok"
35.201.254.58		CN=tls58.xinhcao9999.com	"ok"
76.76.0.58	US	CN=*.cleanbrowsing.org	"ok"
77.71.1.210	BG	-	"-"
185.228.169.182	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.154	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.230	US	CN=*.cleanbrowsing.org	"ok"
83.209.233.111	SE	CN=ns1.larsson.xyz	"ok"
45.79.186.23	US	CN=dns.aschieuer.com	"ok"
93.172.1.71	IL	CN=dns.google	"ok"
185.228.170.22	IE	CN=*.cleanbrowsing.org	"ok"
80.241.211.176	DE	CN=resolver.bofh-noc.de	"unable to verify the first certificate"
5.182.208.164		CN=nextdns.io	"ok"
76.76.0.10	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.53		CN=nextdns.io	"ok"
5.182.208.58		CN=nextdns.io	"ok"
76.76.1.40	US	CN=*.cleanbrowsing.org	"ok"
46.227.200.54	GB	CN=rdns.faelix.net	"ok"
80.67.188.188	FR	CN=80.67.188.188	"certificate has expired"
149.28.116.12	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.94	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
5.182.208.148		CN=nextdns.io	"ok"
76.76.1.248	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.197	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.192	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.70	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.77.73.98	US	CN=nextdns.io	"ok"
185.228.168.91	IE	-	"ok"
80.211.208.74	CZ	CN=dns.radeksprta.eu	"ok"
3.17.235.56	US	CN=ns.trtlcoin.net	"unable to verify the first certificate"
185.228.170.9	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.41	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.36	US	CN=*.cleanbrowsing.org	"ok"
85.166.203.77	NO	CN=dns.google	"ok"
76.76.0.96	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.222		CN=nextdns.io	"ok"
185.228.170.6	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.98	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.14	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.148	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.126	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.105		CN=nextdns.io	"ok"
76.76.1.71	US	CN=*.cleanbrowsing.org	"ok"
185.194.141.29	DE	CN=dns.randombit.eu	"ok"
81.161.59.115	RO	-	"-"
134.209.146.16	US	CN=dns.brahma.world	"ok"
208.111.34.39	US	CN=dns1.dnsfilter.com	"ok"
89.32.32.32	SE	CN=reslover.sunet.se	"self signed certificate"
185.228.169.14	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.75	IE	CN=*.cleanbrowsing.org	"ok"
79.187.46.61	PL	CN=FGT50E3U17012062/emailAddress=support@fortinet.com	"self signed certificate"
104.223.91.42	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.132	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.63	IE	CN=*.cleanbrowsing.org	"ok"
104.237.55.122	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.39	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.5		CN=cloudflare-dns.com	"ok"
1.1.1.1	AU	CN=cloudflare-dns.com	"ok"
66.154.113.156	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.135	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.219	IE	CN=nextdns.io	"ok"
5.182.208.40		CN=nextdns.io	"ok"
107.219.150.33	US	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
185.228.169.210	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.167	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.43		CN=nextdns.io	"ok"
176.56.185.248	NL	CN=*.cleanbrowsing.org	"ok"
185.228.168.60	IE	CN=*.cleanbrowsing.org	"ok"
35.185.59.46	US	CN=*.tambeb.com	"ok"
185.228.170.79	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.243	IE	CN=*.cleanbrowsing.org	"ok"
124.19.105.107	AU	CN=FG1K2DT918800888/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.48	IE	CN=*.cleanbrowsing.org	"ok"
130.225.244.166	DK	CN=deic-lgb.anycast.censurfridns.dk	"ok"
5.182.208.25		CN=nextdns.io	"ok"
185.233.107.4	DE	CN=*.dnshome.de	"ok"
76.76.0.213	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.188	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.213	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.94	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.88	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.90	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.163	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.210		CN=nextdns.io	"ok"
185.233.106.232	DE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"ok"
31.31.151.39	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.169	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.216	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.58	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
72.11.132.178	US	CN=*.cleanbrowsing.org	"ok"
114.115.240.175	CN	CN=nextdns.io	"ok"
5.182.208.197		CN=nextdns.io	"ok"
185.228.170.185	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.85	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.87	IE	-	"ok"
42.200.220.66	HK	CN=FWF60E4Q16009521/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
154.223.150.87	US	CN=carrionlee.tk	"ok"
185.228.171.64	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.224	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.62	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
47.96.179.163	CN	CN=dns.rubyfish.cn	"ok"
130.226.161.34	DK	CN=deic-ore.anycast.censurfridns.dk	"ok"
185.228.170.72	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.225	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.165	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.66	US	CN=*.cleanbrowsing.org	"ok"
23.236.73.126	HK	CN=*.cleanbrowsing.org	"ok"
185.228.170.124	IE	CN=*.cleanbrowsing.org	"ok"
43.247.13.118	ID	CN=*.cleanbrowsing.org	"certificate has expired"
76.76.0.224	US	CN=*.cleanbrowsing.org	"ok"
113.190.241.173	VN	CN=cloudflare-dns.com	"ok"
76.76.0.24	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.144		CN=nextdns.io	"ok"
185.228.170.60	IE	CN=*.cleanbrowsing.org	"ok"
51.75.65.209	FR	CN=dns-adzhosts.eu	"ok"
5.182.208.178		CN=nextdns.io	"ok"
185.228.170.212	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.102	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.148	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.208	US	CN=*.cleanbrowsing.org	"ok"
51.79.6.110	FR	CN=dns.cloudbeads.com	"ok"
94.242.194.102	LU	CN=testing-vpn.perfect-privacy.com	"self signed certificate"
76.76.0.6	US	CN=*.cleanbrowsing.org	"ok"
103.6.87.34	IN	CN=dns1.dnsfilter.com	"ok"
185.154.152.18	FR	CN=ns2.sdns.network	"ok"
5.182.208.135		CN=nextdns.io	"ok"
185.228.170.176	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.237	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.103	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.236	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.24	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.183	IE	CN=*.cleanbrowsing.org	"ok"
96.87.53.77	US	CN=FG100D3G13814692/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.31.151.19	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
52.55.49.18	US	CN=dns.bitdefender.net	"ok"
76.76.0.225	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.56	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.171	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.97	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.80	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.67	IE	CN=*.cleanbrowsing.org	"ok"
163.172.214.190	NL	-	"-"
37.252.185.232	AT	CN=dot1.appliedprivacy.net	"ok"
193.30.122.225	DE	CN=*.mmarnitz.de	"ok"
5.2.130.84	RO	CN=orange.kroko.ro	"ok"
195.201.46.46	DE	CN=dns1.brianum.de	"ok"
94.237.88.61	FI	CN=pihole.ngv.wtf	"ok"
113.52.91.239	MO	CN=dns2.lightyearx.com	"unable to verify the first certificate"
5.182.208.168		CN=nextdns.io	"ok"
76.76.0.89	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.217	IE	CN=*.cleanbrowsing.org	"ok"
81.88.24.230	DE	CN=www.dazong.org	"certificate has expired"
76.76.0.168	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.181	US	CN=*.cleanbrowsing.org	"ok"
92.126.226.36	RU	CN=FGT30E3U17038454/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
46.105.255.24	FR	CN=dns.frostbolt.ch	"ok"
47.101.53.117	CN	CN=*.indust.me	"ok"
185.228.170.29	IE	CN=*.cleanbrowsing.org	"ok"
103.247.36.36	US	CN=dns1.dnsfilter.com	"ok"
185.228.171.3	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.210	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.214	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.37	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.46	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.66	US	CN=*.cleanbrowsing.org	"ok"
213.133.98.6	DE	CN=dot.niyawe.de	"ok"
94.130.183.67	DE	CN=*.kidgonet.de	"ok"
5.182.208.218		CN=nextdns.io	"ok"
162.159.46.1		CN=cloudflare-dns.com	"ok"
82.221.105.80	IS	CN=reykjavik1.perfect-privacy.com	"ok"
76.76.0.184	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.179	IE	CN=*.cleanbrowsing.org	"ok"
185.109.89.254	DK	CN=bornfiber.anycast.censurfridns.dk	"certificate has expired"
50.251.76.41	US	CN=FGT60ETK18045620/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.170.0	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.52		CN=nextdns.io	"ok"
35.224.0.214	US	CN=dns.memair.com	"ok"
76.76.0.166	US	CN=*.cleanbrowsing.org	"ok"
173.205.92.165	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.46	US	CN=*.cleanbrowsing.org	"ok"
140.82.44.75	US	CN=singing-evening-road.stelfox.net	"ok"
5.9.175.238	DE	CN=dns.giggity.de	"ok"
185.228.170.168	IE	CN=agh-hewkxovy9utbtdm5fud.miszn.com	"ok"
35.199.188.153	US	CN=adh.avpclub.gq	"certificate has expired"
104.199.253.96		CN=adh.avpclub.gq	"ok"
159.69.20.232	DE	CN=*.kidgonet.de	"ok"
173.230.152.160	US	CN=ns1.dev-myqnapcloud.com	"ok"
185.228.169.172	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.82	US	CN=*.cleanbrowsing.org	"ok"
195.22.11.12	PT	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
185.228.169.102	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.93		CN=nextdns.io	"ok"
185.228.168.145	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.131	US	CN=*.cleanbrowsing.org	"ok"
162.159.46.7		CN=cloudflare-dns.com	"ok"
185.228.171.119	IE	CN=*.cleanbrowsing.org	"ok"
140.118.110.32	TW	CN=idsl.pw	"ok"
109.164.226.51	CH	CN=FG200ETK18910218/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
35.227.20.191	US	CN=adguard2.burtnet.per.sg	"ok"
76.76.1.68	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.111	IE	CN=*.cleanbrowsing.org	"ok"
216.211.38.142	CA	CN=FG100E4Q17030264/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.5	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.222	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.132	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.162	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.3	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.22	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.37		CN=nextdns.io	"ok"
5.182.208.114		CN=nextdns.io	"ok"
194.181.94.162	PL	CN=FG100D3G16820882/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
176.56.236.175	NL	CN=dns.aaflalo.me	"ok"
195.201.92.193	DE	CN=*.jotcdn.net	"certificate has expired"
159.69.153.228	DE	CN=*.jotcdn.net	"certificate has expired"
185.228.171.165	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.98	US	CN=*.cleanbrowsing.org	"ok"
35.237.220.84	US	CN=*.blockerdns.com	"ok"
76.76.0.160	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.191		CN=nextdns.io	"ok"
185.228.168.54	IE	CN=FG100ETK19000290/emailAddress=support@fortinet.com	"ok"
62.252.179.221	GB	CN=FG100ETK19000290/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.96	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.149		CN=nextdns.io	"ok"
31.31.151.254	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.62	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.18	US	-	"ok"
45.32.130.145	US	CN=pi.onyx.tech	"ok"
5.182.208.110		CN=*.cleanbrowsing.org	"ok"
72.11.132.180	US	CN=*.cleanbrowsing.org	"ok"
178.63.78.56	DE	CN=*.waringer-atg.de	"ok"
92.43.104.66	CH	CN=zurich1.perfect-privacy.com	"ok"
185.228.168.174	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.57	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.147	IE	CN=*.cleanbrowsing.org	"ok"
188.226.167.109	NL	CN=ns3.sdns.online	"ok"
185.228.171.209	IE	CN=*.cleanbrowsing.org	"ok"
217.14.168.72	DE	CN=ddimension.net	"ok"
185.228.170.249	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.12		CN=nextdns.io	"ok"
5.182.208.44		CN=nextdns.io	"ok"
185.228.169.7	IE	CN=*.cleanbrowsing.org	"ok"
185.218.192.133	FI	CN=*.truong.fi	"ok"
83.175.165.142	PL	CN=FG101ETK18008909/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.254	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.33		CN=nextdns.io	"ok"
45.32.188.72	AU	CN=*.seby.io	"ok"
185.228.170.123	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.16	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.53	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.71	US	CN=*.cleanbrowsing.org	"ok"
51.15.52.89	NL	CN=rolisoft.net	"ok"
46.227.203.54	GB	CN=rdns.faelix.net	"ok"
185.228.169.111	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.47	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.198	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.216	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.51	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.28	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.243	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.122	US	-	"ok"
76.76.1.238	US	CN=*.cleanbrowsing.org	"ok"
95.217.1.183	FI	CN=dot.powerdns-ug.jp	"ok"
5.182.208.211		CN=nextdns.io	"ok"
185.228.171.110	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.27	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.207	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.4	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.58	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.50	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.45	US	CN=*.cleanbrowsing.org	"ok"
35.247.119.1	US	CN=aegis4.net	"ok"
76.76.0.243	US	CN=*.cleanbrowsing.org	"ok"
78.46.210.40	DE	CN=dns1.brianum.de	"ok"
185.228.171.205	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.175		CN=nextdns.io	"ok"
76.76.0.176	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.32	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.196	US	CN=*.cleanbrowsing.org	"ok"
210.138.123.111	GB	CN=*.dns.iij.jp	"ok"
178.79.177.125	GB	CN=ns1.skabb.se	"ok"
45.76.171.37	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.240	IE	CN=*.cleanbrowsing.org	"ok"
192.222.173.90	CA	CN=vdibox.ca	"ok"
76.76.0.44	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.196	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.39	IE	CN=*.cleanbrowsing.org	"ok"
45.76.123.170	AU	CN=*.safedns.com	"ok"
76.76.0.211	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.161	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.109	IE	-	"ok"
76.76.1.61	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.203	US	CN=*.datafaber.net	"ok"
176.126.78.183	GB	CN=*.datafaber.net	"ok"
5.182.208.226		CN=*.cleanbrowsing.org	"ok"
76.76.0.202	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.138	US	CN=*.cleanbrowsing.org	"ok"
41.90.121.10	KE	CN=FGT60E4Q17002341/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.79	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.138	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.204	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.77	IE	-	"ok"
63.238.254.187	US	CN=FG140D3G13805999/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
72.78.188.146	US	CN=drivel.saltant.net	"certificate has expired"
