resolver_ip	country	certinfo	verification
185.228.171.93	IE	CN=cloudflare-dns.com	"ok"
89.81.172.185	FR	CN=cloudflare-dns.com	"ok"
185.228.168.82	IE	CN=*.cleanbrowsing.org	"ok"
176.221.43.147	DE	CN=kastner-online.de	"ok"
185.228.169.202	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.45	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.142	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.153	IE	CN=*.cleanbrowsing.org	"ok"
86.152.206.110	GB	CN=ngdempsey.co.uk	"ok"
96.44.146.29	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.166	IE	CN=ssl383714.cloudflaressl.com	"ok"
172.65.30.26	US	CN=ssl383714.cloudflaressl.com	"ok"
5.182.208.107		CN=nextdns.io	"ok"
31.31.151.76	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.204.145.173	JP	CN=tokyo1.perfect-privacy.com	"ok"
185.69.161.122	AT	CN=cryptomap.binna.eu	"ok"
185.228.169.44	IE	CN=*.cleanbrowsing.org	"ok"
176.155.205.96	FR	CN=cloudflare-dns.com	"ok"
185.228.171.162	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.235	IE	CN=cloudflare-dns.com	"ok"
162.159.46.11		CN=cloudflare-dns.com	"ok"
185.228.168.145	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.115	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.104	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.130	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.36	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.63	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.134	IE	CN=*.cleanbrowsing.org	"ok"
195.138.249.14	CZ	CN=prague1.perfect-privacy.com	"ok"
185.228.170.38	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.16	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.184	IE	CN=*.cleanbrowsing.org	"ok"
193.25.100.184	DE	CN=*.datafaber.net	"ok"
31.31.151.64	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.215	IE	CN=*.cleanbrowsing.org	"ok"
200.182.188.9	BR	CN=FG100D3G14822946/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
176.51.124.64	RU	CN=dns.google	"ok"
46.183.221.198	LV	CN=*.cleanbrowsing.org	"ok"
185.228.171.139	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.78	IE	CN=mitm.varak.net	"ok"
185.228.168.2	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.85	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.7	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
96.47.225.211	US	CN=*.cleanbrowsing.org	"ok"
209.58.167.164	SG	CN=singapore1.perfect-privacy.com	"ok"
185.228.171.167	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.220	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.101	IE	-	"ok"
185.228.169.75	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.18	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.208	IE	CN=allns.fr	"ok"
51.15.137.209	FR	CN=allns.fr	"ok"
185.228.171.106	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.14	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.31.151.98	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.171.237	IE	CN=*.cleanbrowsing.org	"ok"
129.242.9.252	NO	CN=dns-cache.uit.no	"ok"
5.182.208.15		CN=nextdns.io	"ok"
83.209.233.111	SE	CN=ns1.larsson.xyz	"ok"
185.228.169.201	IE	CN=adguardns.com	"ok"
23.106.156.234	US	CN=adguardns.com	"ok"
5.182.208.30		CN=nextdns.io	"ok"
199.58.81.218	CA	CN=dns.cmrg.net	"ok"
89.91.247.54	FR	CN=cloudflare-dns.com	"ok"
185.228.168.195	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.4	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.214	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.92	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.18	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.180	IE	CN=basel1.perfect-privacy.com	"ok"
82.199.134.174	CH	CN=basel1.perfect-privacy.com	"ok"
185.228.168.0	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.32	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.172	IE	CN=*.cleanbrowsing.org	"ok"
176.126.78.183	GB	CN=nextdns.io	"ok"
5.182.208.232		CN=nextdns.io	"ok"
31.31.151.96	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.233	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.15	IE	CN=*.cleanbrowsing.org	"ok"
88.99.103.130	DE	CN=privacydns.woopi.org	"unable to verify the first certificate"
185.228.171.65	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.29	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.230	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.63		CN=nextdns.io	"ok"
185.228.170.23	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.91	IE	CN=*.cleanbrowsing.org	"ok"
82.199.130.34	CH	CN=london1.perfect-privacy.com	"ok"
176.163.4.249	FR	CN=cloudflare-dns.com	"ok"
31.31.151.80	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.171.63	IE	CN=*.cleanbrowsing.org	"ok"
128.78.77.236	FR	CN=*.cleanbrowsing.org	"ok"
185.228.171.42	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.59	IE	CN=stockholm2.perfect-privacy.com	"ok"
185.228.169.186	IE	CN=stockholm2.perfect-privacy.com	"ok"
185.217.1.14	SE	CN=stockholm2.perfect-privacy.com	"ok"
81.187.221.24	GB	CN=FG100D3G14822946/emailAddress=support@fortinet.com	"-"
200.182.188.8	BR	CN=FG100D3G14822946/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
212.54.219.186	GR	CN=dns.google	"ok"
176.10.116.172	CH	CN=*.adguard.com	"self signed certificate"
176.103.130.130	RU	CN=*.adguard.com	"ok"
185.228.170.226	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.223	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.221	IE	CN=*.cleanbrowsing.org	"ok"
78.188.35.143	TR	CN=FGT60E4Q16036165/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.147	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.128	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.169	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.86		CN=nextdns.io	"ok"
140.82.39.20	DE	CN=*.cleanbrowsing.org	"ok"
185.228.170.208	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.182	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.2	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.25	IE	CN=*.cleanbrowsing.org	"ok"
85.17.64.131	NL	CN=nextdns.io	"ok"
5.182.208.54		CN=nextdns.io	"ok"
139.199.169.40	CN	CN=WeZZard Public Unbound Service Guangzhou	"self signed certificate in certificate chain"
185.228.171.250	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.165	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.13	IE	-	"ok"
185.228.169.220	IE	CN=*.cleanbrowsing.org	"ok"
123.16.21.75	VN	CN=homecld.duckdns.org	"ok"
185.228.171.55	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.193	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.195	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.79	IE	CN=*.cleanbrowsing.org	"ok"
162.246.94.71	US	CN=pihole.foxden.network	"ok"
31.31.151.31	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.170.189	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.56	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.65	IE	CN=*.cleanbrowsing.org	"ok"
66.154.113.155	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.13		CN=istanbul1.perfect-privacy.com	"ok"
185.65.205.22	TR	CN=istanbul1.perfect-privacy.com	"ok"
31.31.151.16	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.76.161.167	SG	CN=*.cleanbrowsing.org	"ok"
185.228.169.235	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.33	IE	CN=*.cleanbrowsing.org	"ok"
168.235.83.69	US	CN=*.mmarnitz.de	"ok"
193.30.122.225	DE	CN=*.mmarnitz.de	"ok"
185.228.171.97	IE	CN=*.cleanbrowsing.org	"ok"
81.161.59.120	RO	CN=dns.bitdefender.net	"ok"
185.228.168.76	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.164	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.161	IE	CN=*.cleanbrowsing.org	"ok"
116.203.41.123	IN	CN=pigz.unixvik.ro	"ok"
185.228.171.1	IE	CN=*.cleanbrowsing.org	"ok"
78.84.148.75	LV	CN=*.alexp.net	"ok"
185.228.171.50	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.166	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.183	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.75	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.180	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.63	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.74	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.167	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.21	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.72	IE	CN=*.chih.me	"ok"
47.97.185.12	CN	CN=*.chih.me	"ok"
204.89.26.154	US	CN=FG201ETK18903527/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.230	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.156	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.254	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.48	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.35	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.54	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.33		CN=nextdns.io	"ok"
185.228.170.37	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.225	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.185		CN=nextdns.io	"ok"
37.252.185.232	AT	CN=dot1.appliedprivacy.net	"ok"
113.190.241.173	VN	CN=cloudflare-dns.com	"ok"
185.228.168.166	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.133	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.83	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.176	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.92	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.222	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.117	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.155	IE	CN=*.cleanbrowsing.org	"ok"
70.32.24.68	US	CN=dns-gcp.aaflalo.me	"ok"
35.231.69.77	US	CN=dns-gcp.aaflalo.me	"ok"
185.228.168.201	IE	CN=*.cleanbrowsing.org	"ok"
104.237.157.4	US	CN=mansairaku.net	"certificate has expired"
185.228.168.208	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.17	IE	CN=*.cleanbrowsing.org	"ok"
89.208.244.244	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.66	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.97	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.170.62	IE	CN=*.cleanbrowsing.org	"ok"
195.68.215.7	BG	CN=*.acstre.com	"unable to verify the first certificate"
31.31.151.74	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.130	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.71	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.100	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.109		CN=nextdns.io	"ok"
185.228.169.29	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.131	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.68	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.31	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.207	IE	CN=dallas1.perfect-privacy.com	"ok"
185.228.169.238	IE	CN=dallas1.perfect-privacy.com	"ok"
138.128.136.170	US	CN=dallas1.perfect-privacy.com	"ok"
185.228.169.17	IE	CN=*.cleanbrowsing.org	"ok"
162.245.206.250	US	CN=losangeles1.perfect-privacy.com	"ok"
92.43.104.66	CH	CN=zurich1.perfect-privacy.com	"ok"
185.228.170.27	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.54	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.85	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.79	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.169	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.170		CN=ns2.srv.mhp.com.ua	"ok"
195.122.10.92	LV	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"certificate has expired"
31.31.151.89	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
96.44.146.28	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.201	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.238	IE	CN=*.lxd.cc	"ok"
203.78.141.251	HK	CN=*.lxd.cc	"ok"
31.31.151.11	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.171.108	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.71	IE	CN=*.cleanbrowsing.org	"ok"
178.63.224.2	DE	CN=dns.skyforge.at	"ok"
134.209.146.16	US	CN=dns.brahma.world	"ok"
89.81.245.168	FR	CN=cloudflare-dns.com	"ok"
185.228.171.189	IE	CN=*.cleanbrowsing.org	"ok"
45.76.58.192	US	CN=*.cleanbrowsing.org	"ok"
89.46.79.131	IT	CN=*.cleanbrowsing.org	"ok"
185.228.170.87	IE	CN=unbound	"ok"
18.217.234.45	US	CN=unbound	"self signed certificate"
185.228.170.146	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.234	IE	CN=*.cleanbrowsing.org	"ok"
147.75.66.147	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.199	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.192	IE	CN=*.cleanbrowsing.org	"ok"
96.47.225.214	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.76	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.27	IE	CN=*.quad9.net	"ok"
9.9.9.11	US	CN=*.quad9.net	"ok"
45.33.17.13	US	CN=frcv.net	"ok"
139.59.32.165	IN	CN=dns.bitgeek.in	"certificate has expired"
185.228.170.169	IE	CN=steinsel1.perfect-privacy.com	"ok"
94.242.243.162	LU	CN=steinsel1.perfect-privacy.com	"ok"
185.228.168.150	IE	CN=*.cleanbrowsing.org	"ok"
149.248.50.82	CA	CN=*.cleanbrowsing.org	"ok"
185.228.170.254	IE	CN=*.cleanbrowsing.org	"ok"
23.236.73.126	HK	CN=*.cleanbrowsing.org	"ok"
5.182.208.195		CN=dns.google	"ok"
185.228.170.178	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.251	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.207	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.71	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.53	IE	CN=*.cleanbrowsing.org	"ok"
35.224.0.214	US	CN=dns.memair.com	"ok"
103.254.153.232	SG	CN=singapore2.perfect-privacy.com	"ok"
185.228.170.3	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.30	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.89	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.190	IE	CN=nextdns.io	"ok"
5.182.208.82		CN=nextdns.io	"ok"
63.238.254.187	US	CN=FG140D3G13805999/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.171.5	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.135	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.213	IE	CN=*.cleanbrowsing.org	"ok"
118.126.68.223	CN	CN=rubyfish.cn	"certificate has expired"
85.214.135.75	DE	CN=*.rotfl.nl	"ok"
185.228.168.8	IE	CN=*.cleanbrowsing.org	"ok"
195.138.249.2	CZ	CN=prague1.perfect-privacy.com	"ok"
185.228.170.194	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.218	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.183	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.8	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.219	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.34	IE	CN=zurich1.perfect-privacy.com	"ok"
92.43.104.78	CH	CN=zurich1.perfect-privacy.com	"ok"
45.32.105.4	SG	CN=doh.tiar.app	"ok"
185.228.170.114	IE	CN=*.cleanbrowsing.org	"ok"
148.251.86.188	DE	CN=nuremberg2.perfect-privacy.com	"ok"
80.255.10.194	DE	CN=nuremberg2.perfect-privacy.com	"ok"
185.228.168.110	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.55	IE	CN=*.cleanbrowsing.org	"ok"
203.76.244.151	JP	CN=*.cleanbrowsing.org	"ok"
5.182.208.204		CN=nextdns.io	"ok"
185.228.169.90	IE	CN=dns.neutopia.org	"ok"
31.31.151.72	BE	CN=dns.neutopia.org	"self signed certificate in certificate chain"
89.234.186.112	FR	CN=dns.neutopia.org	"ok"
178.63.78.56	DE	CN=*.waringer-atg.de	"ok"
185.228.171.204	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.82	IE	CN=*.cleanbrowsing.org	"ok"
200.158.197.78	BR	CN=sociallibrary.ml	"ok"
5.249.145.154	IT	CN=sociallibrary.ml	"ok"
185.228.169.137	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.253	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.112	IE	CN=*.cleanbrowsing.org	"ok"
173.205.92.164	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.94	IE	CN=*.cleanbrowsing.org	"ok"
80.255.7.110	DE	CN=*.cleanbrowsing.org	"ok"
140.82.62.154	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.12	IE	CN=*.cleanbrowsing.org	"ok"
107.20.123.160	US	CN=dns.bitdefender.net	"ok"
37.58.58.239	DE	CN=frankfurt2.perfect-privacy.com	"ok"
185.228.171.126	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.127	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.62	IE	CN=nextdns.io	"ok"
46.227.200.55	GB	CN=nextdns.io	"ok"
5.182.208.163		CN=nextdns.io	"ok"
185.141.27.39	NL	CN=nextdns.io	"ok"
5.182.208.205		CN=nextdns.io	"ok"
31.31.151.83	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.169.174	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.78		CN=nextdns.io	"ok"
185.228.168.121	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.43	IE	CN=nextdns.io	"ok"
5.182.208.134		CN=nextdns.io	"ok"
185.228.169.163	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.122	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.180		CN=nextdns.io	"ok"
185.228.168.55	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.181	IE	CN=*.cleanbrowsing.org	"ok"
94.242.59.38	RU	CN=*.seby.io	"ok"
45.32.188.72	AU	CN=*.seby.io	"ok"
87.245.236.185	GB	CN=*.cleanbrowsing.org	"ok"
185.228.169.67	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.34	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.191	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.157	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.153	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.187	IE	CN=*.cleanbrowsing.org	"ok"
89.233.43.71	DK	CN=*.cleanbrowsing.org	"ok"
149.28.98.252	US	CN=*.cleanbrowsing.org	"ok"
103.205.9.30	HK	CN=*.cleanbrowsing.org	"ok"
185.228.170.109	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.181	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.144	IE	CN=*.cleanbrowsing.org	"ok"
94.130.179.115	DE	CN=nextdns.io	"ok"
5.182.208.183		CN=nextdns.io	"ok"
185.228.171.137	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.158		CN=*.cleanbrowsing.org	"ok"
185.228.171.44	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.243	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.47	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
111.231.115.74	CN	CN=*.augix.net	"ok"
164.132.237.140	FR	CN=snowpaws.de	"certificate has expired"
185.228.171.246	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.245	IE	CN=*.cleanbrowsing.org	"ok"
