resolver_ip	country	certinfo	verification
5.182.208.204		CN=nextdns.io	"ok"
167.179.161.186	NZ	CN=www.ramos.id.au	"self signed certificate"
185.228.169.76	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.100	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.185	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.135		CN=nextdns.io	"ok"
129.242.5.253	NO	CN=dns-cache.uit.no	"ok"
76.76.0.1	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.202	US	CN=*.cleanbrowsing.org	"ok"
94.16.117.162	DE	CN=defiant.mebibyte.de	"ok"
185.228.169.70	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.71	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.121	US	CN=*.cleanbrowsing.org	"ok"
41.63.160.241	AO	CN=FG100D3G12812169/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
78.69.241.15	SE	CN=twistedlogic.se	"ok"
185.228.169.169	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.1	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.217	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.171	IE	CN=*.cleanbrowsing.org	"ok"
50.116.55.218	US	CN=*.cleanbrowsing.org	"certificate has expired"
185.228.171.222	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.43	US	CN=*.cleanbrowsing.org	"ok"
66.154.113.157	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.97	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.94	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.167	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.30	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.177	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.65	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.171.49	IE	CN=*.cleanbrowsing.org	"ok"
78.188.35.143	TR	CN=FGT60E4Q16036165/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
217.114.218.18	DE	CN=erfurt1.perfect-privacy.com	"ok"
185.228.170.197	IE	CN=*.cleanbrowsing.org	"ok"
217.7.156.244	DE	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
76.76.0.39	US	CN=*.cleanbrowsing.org	"ok"
203.88.135.156	IN	CN=FG3H0E5819900889/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.150	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.241	IE	CN=FG201ETK18903157/emailAddress=support@fortinet.com	"ok"
197.227.4.146	MU	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
76.76.0.142	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.216	IE	CN=*.cleanbrowsing.org	"ok"
45.77.215.120	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.9	IE	CN=*.cleanbrowsing.org	"ok"
194.82.83.2	GB	CN=FGT3HD3915801733/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
82.221.105.80	IS	CN=reykjavik1.perfect-privacy.com	"ok"
194.181.94.162	PL	-	"self signed certificate in certificate chain"
185.228.171.221	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.217	IE	CN=resolver2.absolight.net	"ok"
79.143.240.7	FR	CN=resolver2.absolight.net	"ok"
5.182.208.38		CN=nextdns.io	"ok"
181.115.17.130	HN	CN=FG100D3G12801692/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.183.157.23	DE	CN=doh.addere.ch	"ok"
31.31.151.16	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.15	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.202	IE	CN=*.cleanbrowsing.org	"ok"
37.59.60.131	FR	CN=*.deo.ovh	"ok"
51.15.137.209	FR	CN=allns.fr	"ok"
76.76.0.202	US	CN=*.cleanbrowsing.org	"ok"
35.199.188.153	US	CN=agh-hewkxovy9utbtdm5fud.miszn.com	"ok"
8.8.4.4	US	CN=dns.google	"ok"
76.76.1.22	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.87		CN=nextdns.io	"ok"
5.182.208.220		CN=nextdns.io	"ok"
185.228.168.188	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.163	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.16	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.63	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
94.130.24.7	DE	CN=theta.xosc.org	"ok"
76.76.0.61	US	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"ok"
31.31.151.70	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
47.52.162.88	HK	CN=doh-dns.packcdn.com	"ok"
176.53.2.43	TR	CN=FG100E4Q16002142/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
46.105.255.26	FR	CN=www.bouh.org	"ok"
195.154.251.10	FR	CN=www.bouh.org	"ok"
83.212.105.141	GR	CN=dns.ligouras.com	"ok"
185.228.171.44	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.72	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.16	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.189	IE	CN=*.cleanbrowsing.org	"ok"
149.28.110.207	US	CN=nextdns.io	"ok"
185.228.168.161	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.117	IE	CN=*.cleanbrowsing.org	"ok"
103.50.106.234	MV	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.31.151.66	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
129.242.5.254	NO	CN=dns-cache.uit.no	"ok"
185.228.171.84	IE	CN=*.cleanbrowsing.org	"ok"
142.54.165.26	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.243	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.15	US	CN=*.cleanbrowsing.org	"ok"
46.105.255.25	FR	CN=dns.frostbolt.ch	"ok"
185.228.170.234	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.224	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.1		CN=nextdns.io	"ok"
66.70.152.119	US	CN=ns1.zerodns.ra.vc	"ok"
86.124.157.8	RO	CN=*.cleanbrowsing.org	"ok"
185.228.171.31	IE	CN=*.cleanbrowsing.org	"ok"
5.202.42.19	IR	CN=*.cleanbrowsing.org	"ok"
185.228.170.14	IE	CN=*.cleanbrowsing.org	"ok"
61.218.9.180	TW	CN=*.cleanbrowsing.org	"certificate has expired"
185.228.171.22	IE	CN=*.cleanbrowsing.org	"ok"
24.134.253.221	DE	CN=*.anschuetznet.de	"ok"
185.228.170.30	IE	CN=*.cleanbrowsing.org	"ok"
185.173.25.88	DE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"ok"
31.31.151.68	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.75	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.107	IE	CN=nextdns.io	"ok"
5.182.208.111		CN=nextdns.io	"ok"
149.112.112.10	US	CN=*.quad9.net	"ok"
185.228.171.132	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.131	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.249	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.200	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.178	IE	CN=*.cleanbrowsing.org	"ok"
148.251.86.179	DE	CN=blackhole-dns.de	"ok"
88.27.132.252	ES	CN=cloudflare-dns.com	"ok"
185.228.168.39	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.3	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.190	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.198	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.13	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.80	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.86	IE	CN=*.cleanbrowsing.org	"ok"
172.65.30.26	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.246	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.182	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.232	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.90	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.156	IE	CN=*.cleanbrowsing.org	"ok"
63.35.50.221	IE	CN=dnsguard.checkpoint.com	"ok"
185.228.169.95	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.158	IE	CN=*.cleanbrowsing.org	"ok"
95.179.130.14	GR	CN=*.cleanbrowsing.org	"ok"
51.68.102.98	FR	CN=ns2.dns-tls.net	"ok"
180.183.251.31	TH	CN=FG100D3G15820046/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.223	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.37	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.24		CN=FGT60ETK1809A2XN/emailAddress=support@fortinet.com	"ok"
91.117.119.176	ES	CN=FGT60ETK1809A2XN/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.207	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.131	IE	CN=*.cleanbrowsing.org	"ok"
159.69.202.245	DE	CN=dns-privacy-1.nerdli.ch	"ok"
76.76.0.221	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.129	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.36	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.145	US	-	"ok"
192.73.240.72	US	-	"ok"
76.76.1.56	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.80	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.149	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.91	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.40	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.77	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.211	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.102	US	-	"ok"
31.31.151.71	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.5	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.213	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.210		CN=nextdns.io	"ok"
185.228.168.51	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.91	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.211	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.49	BE	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
185.228.168.219	IE	CN=*.cleanbrowsing.org	"ok"
162.159.36.1		CN=cloudflare-dns.com	"ok"
185.228.170.103	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.67		CN=nextdns.io	"ok"
185.228.171.164	IE	CN=dns.google	"ok"
177.54.251.141	BR	CN=dns.google	"ok"
194.181.90.90	PL	CN=*.cleanbrowsing.org	"self signed certificate in certificate chain"
185.228.170.164	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.75		CN=*.acstre.com	"ok"
195.68.215.4	BG	CN=*.acstre.com	"unable to verify the first certificate"
129.242.5.252	NO	CN=dns-cache.uit.no	"ok"
76.76.1.121	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.118	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.169	US	CN=*.cleanbrowsing.org	"ok"
109.5.34.234	FR	CN=FGT50E5618024775/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
195.22.11.83	PT	CN=FG100D3G16818371/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.194	US	CN=*.cleanbrowsing.org	"ok"
35.243.170.151	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.89	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.227	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.57	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.196		CN=nextdns.io	"ok"
185.228.170.229	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.11	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.93	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.182	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.114	IE	CN=*.cleanbrowsing.org	"ok"
134.209.115.195	US	CN=nyc2.a2db.us	"ok"
76.76.1.161	US	CN=*.cleanbrowsing.org	"ok"
84.241.33.21	IR	CN=dns.google	"ok"
185.228.171.214	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.243	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.247	IE	CN=*.cleanbrowsing.org	"ok"
85.114.145.121	DE	CN=ernie2.cpp-tools.de	"certificate has expired"
185.228.171.138	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.49	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.165	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.128	IE	CN=nextdns.io	"ok"
5.182.208.44		CN=nextdns.io	"ok"
46.105.190.42	FR	CN=dns1.lanprotect.me	"unable to verify the first certificate"
185.228.169.139	IE	CN=*.cleanbrowsing.org	"ok"
73.26.0.89	US	CN=nmbentley.com	"ok"
176.56.180.133	GB	CN=*.cleanbrowsing.org	"ok"
76.76.1.119	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.208	US	CN=*.cleanbrowsing.org	"ok"
88.198.90.173	DE	CN=*.aw-consultancy.de	"unable to verify the first certificate"
185.228.169.162	IE	CN=dns.bitgeek.in	"ok"
185.228.169.100	IE	CN=dns.bitgeek.in	"ok"
139.59.32.165	IN	CN=dns.bitgeek.in	"certificate has expired"
31.31.151.4	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.168.233	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.41	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.34	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.210	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.154	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.175	US	CN=*.cleanbrowsing.org	"ok"
79.143.240.6	FR	CN=resolver1.absolight.net	"ok"
185.228.169.232	IE	CN=*.cleanbrowsing.org	"ok"
185.10.18.18	FR	CN=ns1.sdns.network	"ok"
185.228.170.24	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.56	IE	CN=*.cleanbrowsing.org	"ok"
118.126.68.223	CN	CN=*.cleanbrowsing.org	"ok"
185.228.169.138	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.120	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.186	US	CN=dns.mmoogle.org	"ok"
35.232.151.220	US	CN=dns.mmoogle.org	"ok"
185.228.170.120	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.191	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.203	IE	CN=*.cleanbrowsing.org	"ok"
128.199.88.194	SG	CN=server-dnsproxy.ml, C=ID, ST=Indonesia, L=Jakarta, O=Dnet, OU=server-dnet	"self signed certificate in certificate chain"
89.233.43.71	DK	CN=unicast.censurfridns.dk	"ok"
185.228.170.48	IE	CN=*.cleanbrowsing.org	"ok"
200.182.188.16	BR	-	"self signed certificate in certificate chain"
82.64.100.175	FR	-	"ok"
76.76.1.192	US	CN=*.cleanbrowsing.org	"ok"
169.239.20.18	SC	CN=*.safedns.com	"ok"
5.182.208.21		CN=nextdns.io	"ok"
161.129.64.90	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.237	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.157	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.235	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.2	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.135	IE	CN=*.cleanbrowsing.org	"ok"
31.31.151.33	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.168	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.44	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.123	IE	CN=*.cleanbrowsing.org	"ok"
95.216.192.253	FI	CN=dot.asecdns.com	"ok"
185.228.169.227	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.146	IE	CN=*.cleanbrowsing.org	"ok"
81.161.59.117	RO	CN=dns.bitdefender.net	"ok"
185.228.171.29	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.183	IE	CN=*.cleanbrowsing.org	"ok"
46.183.221.194	LV	CN=riga1.perfect-privacy.com	"ok"
31.31.151.22	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
185.228.170.1	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.244	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.254	IE	CN=*.cleanbrowsing.org	"ok"
109.230.226.90	DE	CN=apps.1a-edv.de	"certificate has expired"
185.228.170.169	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.144	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.241		CN=nextdns.io	"ok"
51.15.79.16	FR	CN=dns-ams.section9.tech	"ok"
185.228.169.7	IE	CN=*.cleanbrowsing.org	"ok"
85.214.23.124	DE	CN=unbound	"self signed certificate"
31.31.151.37	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
138.197.164.129	CA	CN=ns4.sdns.network	"ok"
185.228.171.87	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.47	IE	CN=*.cleanbrowsing.org	"ok"
200.182.188.33	BR	CN=FG100D3G14822946/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
51.75.25.252	FR	CN=casabonita.ovh	"ok"
76.76.0.169	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.138	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.172		CN=nextdns.io	"ok"
185.228.169.241	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.75	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.38	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.174	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.253	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.25	IE	CN=*.cleanbrowsing.org	"ok"
5.182.208.231		CN=*.cleanbrowsing.org	"ok"
185.228.169.229	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.160	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.14	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.9	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.217	IE	CN=*.cleanbrowsing.org	"ok"
5.45.107.88	DE	CN=doh.defaultroutes.de	"ok"
185.228.168.89	IE	CN=*.cleanbrowsing.org	"ok"
159.203.32.43	CA	CN=*.cleanbrowsing.org	"ok"
185.228.168.85	IE	CN=*.cleanbrowsing.org	"ok"
194.82.83.15	GB	CN=FGT3HD3915801733/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
