resolver_ip	country	certinfo	verification
67.177.60.6	US	CN=farmerbb.duckdns.org	"ok"
45.90.31.72		CN=nextdns.io	"ok"
45.90.30.20		CN=nextdns.io	"ok"
78.158.0.2	LT	CN=ns1.fastlink.lt	"ok"
35.189.72.126	US	CN=nextdns.io	"ok"
45.90.29.215		CN=*.cleanbrowsing.org	"ok"
76.76.1.9	US	CN=nextdns.io	"ok"
45.90.29.77		CN=nextdns.io	"ok"
45.90.28.161		CN=nextdns.io	"ok"
45.90.28.17		CN=nextdns.io	"ok"
45.90.28.66		CN=nextdns.io	"ok"
45.90.31.19		CN=nextdns.io	"ok"
149.129.104.122	CN	CN=rubyfish.cn	"ok"
128.199.77.45	SG	CN=dns.bentasker.co.uk	"ok"
76.76.0.122	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.67		CN=nextdns.io	"ok"
45.90.31.154		CN=nextdns.io	"ok"
86.21.174.184	GB	CN=*.ripnet.co.uk	"ok"
203.180.146.222	JP	CN=*.dns.iij.jp	"ok"
45.90.31.132		CN=nextdns.io	"ok"
45.90.28.160		CN=nextdns.io	"ok"
45.90.31.248		CN=nextdns.io	"ok"
45.90.30.140		CN=*.cleanbrowsing.org	"ok"
76.76.0.226	US	CN=*.cleanbrowsing.org	"ok"
162.159.46.2		CN=cloudflare-dns.com	"ok"
45.90.29.174		CN=nextdns.io	"ok"
194.79.31.22	GB	CN=*.kodama.moe	"ok"
45.90.30.116		CN=*.cleanbrowsing.org	"ok"
76.76.0.85	US	CN=server-dnsproxy.ml, C=ID, ST=Indonesia, L=Jakarta, O=Dnet, OU=server-dnet	"ok"
45.90.30.30		CN=nextdns.io	"ok"
45.90.28.45		CN=nextdns.io	"ok"
69.79.227.82	PR	CN=FGT81ETK18003211/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
5.137.189.166	RU	CN=dns.google	"ok"
155.138.226.237	US	CN=*.cleanbrowsing.org	"ok"
92.42.143.100	AT	CN=highspeed-at.net	"ok"
76.76.0.248	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.130		CN=nextdns.io	"ok"
35.199.188.153	US	CN=agh-hewkxovy9utbtdm5fud.miszn.com	"certificate has expired"
45.90.29.27		CN=nextdns.io	"ok"
5.182.208.156		CN=nextdns.io	"ok"
76.76.0.178	US	CN=*.cleanbrowsing.org	"ok"
45.76.123.170	AU	CN=*.safedns.com	"ok"
31.31.151.54	BE	CN=vorlon.swishmail.com	"self signed certificate in certificate chain"
208.72.56.19	US	CN=cloudflare-dns.com	"ok"
162.159.36.5		CN=*.dns.iij.jp	"ok"
210.128.97.221	JP	CN=*.dns.iij.jp	"ok"
76.76.0.194	US	-	"ok"
45.90.31.159		CN=nextdns.io	"ok"
5.182.208.51		CN=nextdns.io	"ok"
45.90.30.19		CN=nextdns.io	"ok"
45.90.30.11		CN=nextdns.io	"ok"
45.90.31.242		CN=nextdns.io	"ok"
45.90.30.89		CN=nextdns.io	"ok"
5.182.208.172		CN=nextdns.io	"ok"
45.90.30.120		CN=nextdns.io	"ok"
45.90.31.188		CN=nextdns.io	"ok"
45.90.30.201		CN=nextdns.io	"ok"
45.90.29.163		CN=nextdns.io	"ok"
76.76.0.193	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.36		CN=nextdns.io	"ok"
45.90.31.239		-	"ok"
76.76.1.148	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.46	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.136		CN=nextdns.io	"ok"
45.90.28.97		CN=nextdns.io	"ok"
5.182.208.157		CN=nextdns.io	"ok"
76.76.1.178	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.98		CN=nextdns.io	"ok"
45.90.30.23		CN=nextdns.io	"ok"
45.90.31.84		CN=nextdns.io	"ok"
45.90.30.127		CN=nextdns.io	"ok"
117.30.215.181	CN	CN=nextdns.io	"ok"
45.90.31.142		CN=nextdns.io	"ok"
45.90.30.67		CN=nextdns.io	"ok"
45.90.30.222		CN=*.cleanbrowsing.org	"ok"
76.76.1.212	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.2		CN=nextdns.io	"ok"
199.247.15.163	FR	CN=*.cleanbrowsing.org	"ok"
45.90.30.193		CN=nextdns.io	"ok"
188.40.23.66	DE	CN=*.nsx.de	"unable to verify the first certificate"
76.76.0.131	US	CN=*.nsx.de	"ok"
76.76.0.225	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.160		CN=nextdns.io	"ok"
45.90.31.53		CN=nextdns.io	"ok"
45.90.30.184		CN=farmerbb2.duckdns.org	"ok"
34.83.70.159	US	CN=farmerbb2.duckdns.org	"ok"
45.90.29.223		CN=nextdns.io	"ok"
5.182.208.28		CN=nextdns.io	"ok"
73.126.125.119	US	CN=FGT60E4Q16002700/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.208		CN=nextdns.io	"ok"
129.211.152.253	CN	CN=v6.rubyfish.cn	"ok"
31.16.105.237	DE	CN=CN=FGT60E4Q16003758/emailAddress=support@fortinet.com	"self signed certificate"
43.247.13.118	ID	CN=*.sys.maxindo.net.id	"certificate has expired"
159.69.153.228	DE	CN=*.jotcdn.net	"certificate has expired"
45.90.28.87		CN=nextdns.io	"ok"
45.90.29.133		CN=nextdns.io	"ok"
5.182.208.244		CN=nextdns.io	"ok"
45.90.30.240		CN=nextdns.io	"ok"
45.90.29.78		CN=nextdns.io	"ok"
45.90.29.125		CN=*.cleanbrowsing.org	"ok"
76.76.1.152	US	CN=*.cleanbrowsing.org	"ok"
139.99.222.72	AU	CN=nextdns.io	"ok"
45.90.29.252		CN=nextdns.io	"ok"
45.90.30.49		CN=nextdns.io	"ok"
45.90.31.165		CN=nextdns.io	"ok"
45.76.161.167	SG	CN=*.safedns.com	"ok"
130.225.244.166	DK	CN=deic-lgb.anycast.censurfridns.dk	"ok"
31.31.151.8	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
136.63.161.80	US	CN=dns.kevinroth.com	"ok"
35.225.119.71	US	CN=dns.kevinroth.com	"ok"
45.90.28.167		CN=nextdns.io	"ok"
76.76.0.80	US	CN=*.cleanbrowsing.org	"ok"
45.90.29.108		CN=nextdns.io	"ok"
45.90.31.241		CN=nextdns.io	"ok"
162.159.46.1		CN=cloudflare-dns.com	"ok"
76.76.0.61	US	CN=nextdns.io	"ok"
45.90.31.121		CN=nextdns.io	"ok"
45.90.31.156		CN=nextdns.io	"ok"
45.90.30.173		CN=nextdns.io	"ok"
78.84.148.75	LV	CN=*.alexp.net	"ok"
92.126.226.35	RU	CN=FGT30E3U17038454/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.204.150.121	NL	CN=rotterdam1.perfect-privacy.com	"ok"
75.159.21.213	CA	CN=*.moledina.online	"ok"
168.167.36.244	BW	CN=FG100D3G14816025/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
31.31.151.2	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
35.240.4.2	US	CN=dns-tls.kidslox.com	"ok"
76.76.0.228	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.70		CN=nextdns.io	"ok"
31.31.136.240	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
5.182.208.108		CN=nextdns.io	"ok"
45.90.31.171		CN=nextdns.io	"ok"
76.76.1.222	US	CN=*.cleanbrowsing.org	"ok"
45.90.28.247		CN=nextdns.io	"ok"
113.234.21.174	CN	CN=dns.google	"ok"
31.31.151.9	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.218		CN=nextdns.io	"ok"
76.76.0.72	US	CN=*.cleanbrowsing.org	"ok"
31.31.151.59	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.149	US	CN=*.cleanbrowsing.org	"ok"
35.237.220.84	US	CN=*.blockerdns.com	"ok"
31.204.153.106	NL	CN=rotterdam5.perfect-privacy.com	"ok"
91.239.100.100	DK	CN=*.cleanbrowsing.org	"ok"
76.76.1.23	US	CN=*.cleanbrowsing.org	"ok"
185.95.216.116	CH	CN=dns.digitale-gesellschaft.ch	"ok"
162.249.42.193	CA	CN=FGT91E4Q16000353/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
5.182.208.5		CN=*.cleanbrowsing.org	"ok"
76.76.1.76	US	CN=*.cleanbrowsing.org	"ok"
78.46.210.40	DE	CN=dns1.brianum.de	"ok"
46.10.210.118	BG	CN=cloudhome.cf	"ok"
45.90.31.107		CN=nextdns.io	"ok"
45.90.29.69		CN=nextdns.io	"ok"
45.90.29.176		CN=nextdns.io	"ok"
45.90.30.65		CN=nextdns.io	"ok"
79.187.46.61	PL	CN=FGT50E3U17012062/emailAddress=support@fortinet.com	"self signed certificate"
45.90.31.201		CN=nextdns.io	"ok"
45.90.29.86		CN=nextdns.io	"ok"
45.90.28.144		CN=nextdns.io	"ok"
45.90.28.88		CN=nextdns.io	"ok"
45.90.30.114		CN=nextdns.io	"ok"
45.90.30.171		CN=dns.google	"ok"
5.137.253.255	RU	CN=dns.google	"ok"
76.76.0.188	US	CN=*.cleanbrowsing.org	"ok"
145.100.185.17	NL	CN=dnsovertls2.sinodun.com	"ok"
47.93.197.185	CN	CN=dns.zomeye.org	"ok"
45.90.31.96		CN=nextdns.io	"ok"
63.35.51.205	IE	CN=dnsguard.checkpoint.com	"ok"
5.182.208.218		CN=nextdns.io	"ok"
45.90.30.18		CN=*.cleanbrowsing.org	"ok"
45.76.124.171	AU	CN=*.cleanbrowsing.org	"ok"
45.90.30.27		CN=nextdns.io	"ok"
68.66.235.120	US	CN=ns.00dani.me	"ok"
104.236.116.148	US	CN=ns.00dani.me	"ok"
45.90.28.231		CN=nextdns.io	"ok"
121.35.241.89	CN	CN=FG200E4Q17900609/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.28.215		CN=nextdns.io	"ok"
45.90.28.196		CN=snowpaws.de	"ok"
164.132.92.80	FR	CN=snowpaws.de	"ok"
45.90.31.169		CN=nextdns.io	"ok"
76.76.0.222	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.101		CN=nextdns.io	"ok"
176.126.78.183	GB	CN=*.datafaber.net	"ok"
78.186.193.34	TR	CN=FGT60E4Q16009102/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.28.84		CN=45.90.28.84	"ok"
76.76.0.70	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.89		CN=*.cleanbrowsing.org	"ok"
45.90.28.239		CN=nextdns.io	"ok"
76.76.1.214	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.254		CN=nextdns.io	"ok"
45.90.29.1		CN=nextdns.io	"ok"
45.90.30.57		CN=nextdns.io	"ok"
150.109.74.164	CN	CN=hkdns.233py.com	"ok"
5.182.208.181		CN=nextdns.io	"ok"
45.90.31.22		CN=nextdns.io	"ok"
35.200.250.20		CN=private.shimul.me	"ok"
5.182.208.119		CN=nextdns.io	"ok"
37.48.94.1	NL	CN=amsterdam4.perfect-privacy.com	"ok"
45.90.30.168		CN=nextdns.io	"ok"
45.90.28.68		CN=nextdns.io	"ok"
45.90.28.134		CN=nextdns.io	"ok"
45.90.31.136		CN=nextdns.io	"ok"
45.90.28.173		CN=nextdns.io	"ok"
45.90.30.174		CN=nextdns.io	"ok"
45.90.28.224		CN=nextdns.io	"ok"
72.78.188.146	US	CN=drivel.saltant.net	"certificate has expired"
5.182.208.75		CN=nextdns.io	"ok"
45.90.31.41		CN=nextdns.io	"ok"
45.90.29.253		CN=nextdns.io	"ok"
80.211.76.165	IT	CN=psa.pinc.ga	"ok"
31.31.151.14	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.29.250		CN=dns1.dnsfilter.com	"ok"
192.73.243.165	US	CN=dns1.dnsfilter.com	"ok"
46.183.221.198	LV	CN=riga1.perfect-privacy.com	"ok"
5.182.208.115		CN=*.dns.iij.jp	"ok"
210.138.123.111	GB	CN=*.dns.iij.jp	"ok"
45.90.29.112		CN=*.indust.me	"ok"
47.101.53.117	CN	CN=*.indust.me	"ok"
115.159.208.148	CN	CN=nextdns.io	"ok"
5.182.208.85		CN=*.cleanbrowsing.org	"ok"
76.76.0.184	US	CN=nextdns.io	"ok"
45.90.28.52		CN=nextdns.io	"ok"
217.114.218.18	DE	CN=erfurt1.perfect-privacy.com	"ok"
89.89.26.37	FR	CN=nextdns.io	"ok"
45.90.30.233		CN=nextdns.io	"ok"
5.182.208.193		CN=nextdns.io	"ok"
45.90.31.139		CN=nextdns.io	"ok"
149.28.39.58	US	CN=nocache.hiirachan.moe	"ok"
45.90.31.146		CN=nextdns.io	"ok"
45.90.31.79		CN=nextdns.io	"ok"
94.19.26.241	RU	CN=r1	"unable to verify the first certificate"
173.205.92.166	US	CN=r1	"ok"
45.90.28.157		CN=nextdns.io	"ok"
45.90.30.126		CN=nextdns.io	"ok"
45.90.30.94		CN=nextdns.io	"ok"
45.90.29.115		CN=nextdns.io	"ok"
45.90.28.254		CN=nextdns.io	"ok"
5.182.208.4		CN=nextdns.io	"ok"
162.159.36.9		CN=cloudflare-dns.com	"ok"
76.76.1.241	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.198		CN=nextdns.io	"ok"
45.90.28.60		CN=nextdns.io	"ok"
45.90.30.0		CN=nextdns.io	"ok"
5.182.208.41		CN=nextdns.io	"ok"
86.30.163.15	GB	CN=dns.daw.dev	"ok"
31.31.151.38	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.29.33		CN=nextdns.io	"ok"
31.31.151.17	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.235		CN=nextdns.io	"ok"
45.90.30.107		CN=nextdns.io	"ok"
45.90.28.213		CN=nextdns.io	"ok"
183.88.233.161	TH	CN=FG100D3G16833981/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.29.17		CN=nextdns.io	"ok"
5.182.208.102		CN=nextdns.io	"ok"
45.90.29.189		CN=nextdns.io	"ok"
61.90.224.22	TH	CN=FG1K5D3I14804264/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.29.0		CN=nextdns.io	"ok"
31.31.151.40	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.31.0		CN=nextdns.io	"ok"
45.90.29.132		CN=nextdns.io	"ok"
45.90.28.145		CN=nextdns.io	"ok"
45.90.31.10		CN=*.cleanbrowsing.org	"ok"
76.76.0.246	US	CN=*.cleanbrowsing.org	"ok"
45.90.29.55		CN=nextdns.io	"ok"
5.182.208.66		CN=nextdns.io	"ok"
76.76.0.50	US	CN=*.cleanbrowsing.org	"ok"
45.90.28.217		CN=nextdns.io	"ok"
158.64.1.29	LU	CN=kaitain.restena.lu	"ok"
45.90.30.214		CN=nextdns.io	"ok"
45.90.28.72		CN=nextdns.io	"ok"
45.90.29.109		CN=nextdns.io	"ok"
45.90.28.142		CN=nextdns.io	"ok"
45.90.30.61		CN=nextdns.io	"ok"
45.90.29.122		CN=nextdns.io	"ok"
5.182.208.196		CN=nextdns.io	"ok"
45.90.29.236		CN=nextdns.io	"ok"
45.90.30.196		CN=nextdns.io	"ok"
45.90.29.83		CN=nextdns.io	"ok"
45.90.28.67		CN=nextdns.io	"ok"
45.90.30.125		CN=nextdns.io	"ok"
45.90.29.204		CN=nextdns.io	"ok"
45.90.29.138		CN=nextdns.io	"ok"
40.113.136.159	NL	CN=privatn.ica.hr	"ok"
45.90.29.23		CN=nextdns.io	"ok"
45.90.31.206		CN=nextdns.io	"ok"
91.63.182.89	DE	CN=home.wiesner-net.de	"ok"
45.90.31.168		CN=nextdns.io	"ok"
45.90.30.46		CN=nextdns.io	"ok"
76.76.0.244	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.15	US	CN=*.cleanbrowsing.org	"ok"
45.90.28.78		CN=nextdns.io	"ok"
76.76.0.8	US	CN=*.cleanbrowsing.org	"ok"
96.87.53.75	US	CN=FG100D3G13814692/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.29.29		CN=nextdns.io	"ok"
45.90.30.110		CN=nextdns.io	"ok"
1.0.0.1	AU	CN=cloudflare-dns.com	"ok"
5.182.208.230		CN=nextdns.io	"ok"
45.90.29.82		CN=*.safeservedns.com	"ok"
198.54.117.10	US	CN=*.safeservedns.com	"ok"
76.76.0.17	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.155		CN=nextdns.io	"ok"
45.90.28.159		CN=nextdns.io	"ok"
76.76.1.95	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.190		CN=nextdns.io	"ok"
45.90.29.61		CN=nextdns.io	"ok"
154.223.150.210	US	CN=dns.qq.dog	"certificate has expired"
76.76.1.245	US	CN=*.dns.iij.jp	"ok"
210.128.97.222	JP	CN=*.dns.iij.jp	"ok"
31.204.150.153	NL	CN=rotterdam2.perfect-privacy.com	"ok"
45.90.29.142		CN=nextdns.io	"ok"
83.212.105.141	GR	CN=dns.ligouras.com	"ok"
76.76.0.170	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.18		CN=nextdns.io	"ok"
76.76.1.86	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.191	US	CN=Krittawat/emailAddress=krittawat.boon@bumail.net	"ok"
202.94.166.60	TH	CN=Krittawat/emailAddress=krittawat.boon@bumail.net	"self signed certificate"
45.90.29.28		CN=nextdns.io	"ok"
5.249.145.154	IT	CN=sociallibrary.ml	"ok"
149.28.116.12	US	CN=nextdns.io	"ok"
45.90.30.33		CN=nextdns.io	"ok"
45.90.31.129		CN=nextdns.io	"ok"
76.76.1.35	US	CN=nextdns.io	"ok"
140.138.181.236	TW	CN=nextdns.io	"ok"
45.90.28.75		CN=nextdns.io	"ok"
45.90.30.21		CN=nextdns.io	"ok"
45.90.29.173		CN=nextdns.io	"ok"
76.76.0.168	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.119	US	CN=*.cleanbrowsing.org	"ok"
217.31.204.204	CZ	CN=odvr.nic.cz	"ok"
5.182.208.202		CN=nextdns.io	"ok"
31.31.151.70	BE	CN=dns1.dnsfilter.com	"self signed certificate in certificate chain"
45.77.165.102	US	CN=dns1.dnsfilter.com	"ok"
173.228.107.16	US	CN=dns.ebshome.net	"ok"
90.85.6.133	FR	CN=FG100ETK18001584/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.108		CN=nextdns.io	"ok"
45.90.30.7		CN=nextdns.io	"ok"
76.76.1.58	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.134		CN=nextdns.io	"ok"
5.182.208.9		CN=nextdns.io	"ok"
45.90.28.192		CN=nextdns.io	"ok"
45.90.30.80		CN=nextdns.io	"ok"
45.90.31.243		CN=nextdns.io	"ok"
31.31.151.44	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.31.166		CN=nextdns.io	"ok"
45.90.30.205		CN=nextdns.io	"ok"
89.83.95.225	FR	CN=cloudflare-dns.com	"ok"
201.95.175.9	BR	CN=cloudflare-dns.com	"ok"
31.31.151.69	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.31.16		CN=nextdns.io	"ok"
5.182.208.164		CN=cloudflare-dns.com	"ok"
89.81.172.185	FR	CN=nextdns.io	"ok"
45.90.29.197		CN=nextdns.io	"ok"
134.209.115.195	US	CN=nyc2.a2db.us	"ok"
5.182.208.88		CN=nextdns.io	"ok"
45.90.31.48		CN=nextdns.io	"ok"
45.90.31.36		CN=nextdns.io	"ok"
45.90.30.79		CN=nextdns.io	"ok"
5.182.208.167		CN=nextdns.io	"ok"
119.29.107.85	CN	CN=*.233py.com	"ok"
201.92.224.119	BR	CN=dns.google	"ok"
31.31.151.5	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.1.85	US	CN=*.cleanbrowsing.org	"ok"
45.90.28.211		CN=zurich3.perfect-privacy.com	"ok"
152.89.162.238		CN=zurich3.perfect-privacy.com	"ok"
45.90.30.250		CN=nextdns.io	"ok"
76.76.1.246	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.0		CN=nextdns.io	"ok"
66.154.113.156	US	CN=nextdns.io	"ok"
45.90.29.18		CN=nextdns.io	"ok"
76.76.0.220	US	CN=*.cleanbrowsing.org	"ok"
5.137.167.77	RU	CN=dns.google	"ok"
185.8.166.185	CZ	CN=dns.dns-tls.com	"ok"
47.101.136.37	CN	CN=*.233py.com	"ok"
76.76.0.179	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.184	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.138	US	CN=*.cleanbrowsing.org	"ok"
5.182.208.194		CN=nextdns.io	"ok"
76.76.1.201	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.151		CN=nextdns.io	"ok"
45.90.30.226		CN=nextdns.io	"ok"
5.182.208.100		CN=nextdns.io	"ok"
45.90.31.49		CN=nextdns.io	"ok"
31.31.151.57	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.28.143		CN=nextdns.io	"ok"
45.90.31.58		CN=nextdns.io	"ok"
76.76.0.124	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.248		CN=nextdns.io	"ok"
5.182.208.195		CN=nextdns.io	"ok"
45.90.31.115		CN=nextdns.io	"ok"
24.212.229.16	CA	CN=adguard.klutchell.io	"ok"
31.31.151.35	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
90.85.6.132	FR	CN=FG100ETK18001584/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
76.76.0.74	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.223		CN=nextdns.io	"ok"
181.115.17.130	HN	CN=FG100D3G12801692/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.30.148		CN=nextdns.io	"ok"
88.198.90.173	DE	CN=*.aw-consultancy.de	"unable to verify the first certificate"
45.90.29.248		CN=nextdns.io	"ok"
45.90.30.143		CN=nextdns.io	"ok"
5.182.208.32		CN=nextdns.io	"ok"
45.90.29.219		CN=nextdns.io	"ok"
45.90.28.113		CN=reslover.sunet.se	"ok"
89.32.32.32	SE	CN=reslover.sunet.se	"self signed certificate"
76.76.0.38	US	CN=*.cleanbrowsing.org	"ok"
45.90.30.246		CN=nextdns.io	"ok"
45.90.31.193		CN=nextdns.io	"ok"
76.76.0.159	US	CN=*.cleanbrowsing.org	"ok"
45.90.31.183		CN=nextdns.io	"ok"
45.90.31.86		CN=nextdns.io	"ok"
103.85.42.42	US	CN=nextdns.io	"ok"
45.90.30.40		CN=nextdns.io	"ok"
45.90.31.208		CN=nextdns.io	"ok"
5.182.208.18		CN=nextdns.io	"ok"
45.90.30.135		CN=nextdns.io	"ok"
45.90.28.31		CN=nextdns.io	"ok"
217.114.218.30	DE	CN=erfurt1.perfect-privacy.com	"ok"
5.182.208.135		CN=nextdns.io	"ok"
45.90.30.165		CN=nextdns.io	"ok"
192.73.244.90	US	CN=dns1.dnsfilter.com	"ok"
31.31.151.72	BE	CN=FG5H0E5818906781/emailAddress=support@fortinet.com	"self signed certificate in certificate chain"
45.90.31.88		CN=nextdns.io	"ok"
45.90.28.3		CN=nextdns.io	"ok"
45.90.29.154		CN=nextdns.io	"ok"
76.76.0.103	US	CN=*.cleanbrowsing.org	"ok"
45.90.29.3		CN=nextdns.io	"ok"
76.76.1.12	US	CN=*.cleanbrowsing.org	"ok"
96.47.225.213	US	CN=*.cleanbrowsing.org	"ok"
45.90.29.225		CN=nextdns.io	"ok"
45.90.30.182		CN=nextdns.io	"ok"
5.182.208.82		CN=adguard.fuchshuber.ovh	"ok"
178.254.24.50	DE	CN=adguard.fuchshuber.ovh	"ok"
